Group,Affilitation,Year,Vaccine,Target,Vaccinated,Coverage,Unvaccinated
"GVAP Indicator",mic_nongavi,2014,mcv2,41747956,36734104,88,5013852
"GVAP Indicator",mic_nongavi,2015,mcv2,41990928,37341569,89,4649359
"GVAP Indicator",mic_nongavi,2016,mcv2,42415704,38072323,90,4343381
"GVAP Indicator",mic_nongavi,2017,mcv2,42701985,37661963,88,5040022
"GVAP Indicator",mic_nongavi,2000,mcv2x2,38943780,3719515,10,35224265
"GVAP Indicator",mic_nongavi,2001,mcv2x2,39281453,4096252,10,35185201
"GVAP Indicator",mic_nongavi,2002,mcv2x2,39788332,4003673,10,35784659
"GVAP Indicator",mic_nongavi,2003,mcv2x2,38216059,3663027,10,34553032
"GVAP Indicator",mic_nongavi,2004,mcv2x2,38431214,4038228,11,34392986
"GVAP Indicator",mic_nongavi,2005,mcv2x2,38671306,16267972,42,22403334
"GVAP Indicator",mic_nongavi,2006,mcv2x2,39260619,18396625,47,20863994
"GVAP Indicator",mic_nongavi,2007,mcv2x2,39878395,18707867,47,21170528
"GVAP Indicator",mic_nongavi,2008,mcv2x2,39412760,20086652,51,19326108
"GVAP Indicator",mic_nongavi,2009,mcv2x2,39759157,21544123,54,18215034
"GVAP Indicator",mic_nongavi,2010,mcv2x2,40190506,21712091,54,18478415
"GVAP Indicator",mic_nongavi,2011,mcv2x2,40555041,22543205,56,18011836
"GVAP Indicator",mic_nongavi,2012,mcv2x2,40937638,22653844,55,18283794
"GVAP Indicator",mic_nongavi,2013,mcv2x2,41816827,23540131,56,18276696
"GVAP Indicator",mic_nongavi,2014,mcv2x2,42237688,27407646,65,14830042
"GVAP Indicator",mic_nongavi,2015,mcv2x2,42476062,27908894,66,14567168
"GVAP Indicator",mic_nongavi,2016,mcv2x2,42883023,28743168,67,14139855
"GVAP Indicator",mic_nongavi,2017,mcv2x2,43106867,27782536,64,15324331
"GVAP Indicator",mic_nongavi,2008,pcv3,40689911,322034,1,40367877
"GVAP Indicator",mic_nongavi,2009,pcv3,41143864,2505400,6,38638464
"GVAP Indicator",mic_nongavi,2010,pcv3,41570059,5608049,13,35962010
"GVAP Indicator",mic_nongavi,2011,pcv3,41917585,8130807,19,33786778
"GVAP Indicator",mic_nongavi,2012,pcv3,42151245,9493393,23,32657852
"GVAP Indicator",mic_nongavi,2013,pcv3,42247377,9636718,23,32610659
"GVAP Indicator",mic_nongavi,2014,pcv3,42194729,10984094,26,31210635
"GVAP Indicator",mic_nongavi,2015,pcv3,41993649,11113171,26,30880478
"GVAP Indicator",mic_nongavi,2016,pcv3,41660425,12337565,30,29322860
"GVAP Indicator",mic_nongavi,2017,pcv3,41237463,14059028,34,27178435
"GVAP Indicator",mic_nongavi,1980,pol3,40870276,9894027,24,30976249
"GVAP Indicator",mic_nongavi,1981,pol3,41611591,9749357,23,31862234
"GVAP Indicator",mic_nongavi,1982,pol3,42670422,28237089,66,14433333
"GVAP Indicator",mic_nongavi,1983,pol3,43935120,29733625,68,14201495
"GVAP Indicator",mic_nongavi,1984,pol3,45288558,32710819,72,12577739
"GVAP Indicator",mic_nongavi,1985,pol3,46541409,35201175,76,11340234
"GVAP Indicator",mic_nongavi,1986,pol3,47487562,32013742,67,15473820
"GVAP Indicator",mic_nongavi,1987,pol3,47998874,36181924,75,11816950
"GVAP Indicator",mic_nongavi,1988,pol3,47998865,42246159,88,5752706
"GVAP Indicator",mic_nongavi,1989,pol3,47479353,41725995,88,5753358
"GVAP Indicator",mic_nongavi,1990,pol3,46490718,41339542,89,5151176
"GVAP Indicator",mic_nongavi,1991,pol3,45199683,39921035,88,5278648
"GVAP Indicator",mic_nongavi,1992,pol3,46149132,39955307,87,6193825
"GVAP Indicator",mic_nongavi,1993,pol3,44652315,38004971,85,6647344
"GVAP Indicator",mic_nongavi,1994,pol3,43168931,36442476,84,6726455
"GVAP Indicator",mic_nongavi,1995,pol3,41920208,34703936,83,7216272
"GVAP Indicator",mic_nongavi,1996,pol3,40942732,34738220,85,6204512
"GVAP Indicator",mic_nongavi,1997,pol3,40190527,34968734,87,5221793
"GVAP Indicator",mic_nongavi,1998,pol3,39621921,34616712,87,5005209
"GVAP Indicator",mic_nongavi,1999,pol3,39234494,34709825,88,4524669
"GVAP Indicator",mic_nongavi,2000,pol3,39017407,34607664,89,4409743
"GVAP Indicator",mic_nongavi,2001,pol3,38950462,34578058,89,4372404
"GVAP Indicator",mic_nongavi,2002,pol3,38998918,34465384,88,4533534
"GVAP Indicator",mic_nongavi,2003,pol3,39129286,34858980,89,4270306
"GVAP Indicator",mic_nongavi,2004,pol3,39318941,35190658,90,4128283
"GVAP Indicator",mic_nongavi,2005,pol3,39564576,35596486,90,3968090
"GVAP Indicator",mic_nongavi,2006,pol3,39876221,37200152,93,2676069
"GVAP Indicator",mic_nongavi,2007,pol3,40256332,37624648,93,2631684
"GVAP Indicator",mic_nongavi,2008,pol3,40689911,38954607,96,1735304
"GVAP Indicator",mic_nongavi,2009,pol3,41143864,39256963,95,1886901
"GVAP Indicator",mic_nongavi,2010,pol3,41570059,39391633,95,2178426
"GVAP Indicator",mic_nongavi,2011,pol3,41917585,39870093,95,2047492
"GVAP Indicator",mic_nongavi,2012,pol3,42151245,39971878,95,2179367
"GVAP Indicator",mic_nongavi,2013,pol3,42247377,39653906,94,2593471
"GVAP Indicator",mic_nongavi,2014,pol3,42194729,39355674,93,2839055
"GVAP Indicator",mic_nongavi,2015,pol3,41993649,39388868,94,2604781
"GVAP Indicator",mic_nongavi,2016,pol3,41660425,38182494,92,3477931
"GVAP Indicator",mic_nongavi,2017,pol3,41237463,38817951,94,2419512
"GVAP Indicator",mic_nongavi,1980,rcv1,40870276,0,0,40870276
"GVAP Indicator",mic_nongavi,1981,rcv1,41611591,0,0,41611591
"GVAP Indicator",mic_nongavi,1982,rcv1,42670422,0,0,42670422
"GVAP Indicator",mic_nongavi,1983,rcv1,43935120,0,0,43935120
"GVAP Indicator",mic_nongavi,1984,rcv1,45288558,0,0,45288558
"GVAP Indicator",mic_nongavi,1985,rcv1,46541409,0,0,46541409
"GVAP Indicator",mic_nongavi,1986,rcv1,47487562,3584,0,47483978
"GVAP Indicator",mic_nongavi,1987,rcv1,47998874,79494,0,47919380
"GVAP Indicator",mic_nongavi,1988,rcv1,47998865,83924,0,47914941
"GVAP Indicator",mic_nongavi,1989,rcv1,47479353,70420,0,47408933
"GVAP Indicator",mic_nongavi,1990,rcv1,46490718,80432,0,46410286
"GVAP Indicator",mic_nongavi,1991,rcv1,45199683,88516,0,45111167
"GVAP Indicator",mic_nongavi,1992,rcv1,46149132,114536,0,46034596
"GVAP Indicator",mic_nongavi,1993,rcv1,44652315,1086468,2,43565847
"GVAP Indicator",mic_nongavi,1994,rcv1,43168931,1246192,3,41922739
"GVAP Indicator",mic_nongavi,1995,rcv1,41920208,2860937,7,39059271
"GVAP Indicator",mic_nongavi,1996,rcv1,40942732,2949388,7,37993344
"GVAP Indicator",mic_nongavi,1997,rcv1,40190527,2634087,7,37556440
"GVAP Indicator",mic_nongavi,1998,rcv1,39621921,5958812,15,33663109
"GVAP Indicator",mic_nongavi,1999,rcv1,39234494,7455809,19,31778685
"GVAP Indicator",mic_nongavi,2000,rcv1,39017407,12593607,32,26423800
"GVAP Indicator",mic_nongavi,2001,rcv1,38950462,13518951,35,25431511
"GVAP Indicator",mic_nongavi,2002,rcv1,38998918,13470093,35,25528825
"GVAP Indicator",mic_nongavi,2003,rcv1,39129286,14055304,36,25073982
"GVAP Indicator",mic_nongavi,2004,rcv1,39318941,16131331,41,23187610
"GVAP Indicator",mic_nongavi,2005,rcv1,39564576,16311297,41,23253279
"GVAP Indicator",mic_nongavi,2006,rcv1,39876221,17809129,45,22067092
"GVAP Indicator",mic_nongavi,2007,rcv1,40256332,18118340,45,22137992
"GVAP Indicator",mic_nongavi,2008,rcv1,40689911,17840998,44,22848913
"GVAP Indicator",mic_nongavi,2009,rcv1,41143864,18092676,44,23051188
"GVAP Indicator",mic_nongavi,2010,rcv1,41570059,30517326,73,11052733
"GVAP Indicator",mic_nongavi,2011,rcv1,41917585,35142990,84,6774595
"GVAP Indicator",mic_nongavi,2012,rcv1,42151245,36919255,88,5231990
"GVAP Indicator",mic_nongavi,2013,rcv1,42247377,36767764,87,5479613
"GVAP Indicator",mic_nongavi,2014,rcv1,42194729,37530788,89,4663941
"GVAP Indicator",mic_nongavi,2015,rcv1,41993649,36978766,88,5014883
"GVAP Indicator",mic_nongavi,2016,rcv1,41660425,37360147,90,4300278
"GVAP Indicator",mic_nongavi,2017,rcv1,41237463,38184395,93,3053068
"GVAP Indicator",mic_nongavi,2006,rotac,39876221,1567739,4,38308482
"GVAP Indicator",mic_nongavi,2007,rotac,40256332,2720915,7,37535417
"GVAP Indicator",mic_nongavi,2008,rotac,40689911,4214654,10,36475257
"GVAP Indicator",mic_nongavi,2009,rotac,41143864,6295509,15,34848355
"GVAP Indicator",mic_nongavi,2010,rotac,41570059,7187587,17,34382472
"GVAP Indicator",mic_nongavi,2011,rotac,41917585,8437671,20,33479914
"GVAP Indicator",mic_nongavi,2012,rotac,42151245,9250559,22,32900686
"GVAP Indicator",mic_nongavi,2013,rotac,42247377,9933726,24,32313651
"GVAP Indicator",mic_nongavi,2014,rotac,42194729,9212543,22,32982186
"GVAP Indicator",mic_nongavi,2015,rotac,41993649,9696240,23,32297409
"GVAP Indicator",mic_nongavi,2016,rotac,41660425,9253785,22,32406640
"GVAP Indicator",mic_nongavi,2017,rotac,41237463,8655896,21,32581567
"GVAP Indicator",mic_nongavi,1997,yfv,5918922,0,0,5918922
"GVAP Indicator",mic_nongavi,1998,yfv,5895182,1328660,23,4566522
"GVAP Indicator",mic_nongavi,1999,yfv,5862840,1317661,22,4545179
"GVAP Indicator",mic_nongavi,2000,yfv,5821674,1429023,25,4392651
"GVAP Indicator",mic_nongavi,2001,yfv,5772185,1650062,29,4122123
"GVAP Indicator",mic_nongavi,2002,yfv,5716998,1051473,18,4665525
"GVAP Indicator",mic_nongavi,2003,yfv,5659183,1887892,33,3771291
"GVAP Indicator",mic_nongavi,2004,yfv,5601276,1908892,34,3692384
"GVAP Indicator",mic_nongavi,2005,yfv,5546812,2122243,38,3424569
"GVAP Indicator",mic_nongavi,2006,yfv,5499203,2774345,50,2724858
"GVAP Indicator",mic_nongavi,2007,yfv,5459736,2720229,50,2739507
"GVAP Indicator",mic_nongavi,2008,yfv,5428659,2695288,50,2733371
"GVAP Indicator",mic_nongavi,2009,yfv,5540697,2652032,48,2888665
"GVAP Indicator",mic_nongavi,2010,yfv,5523899,2687114,49,2836785
"GVAP Indicator",mic_nongavi,2011,yfv,5510479,2909536,53,2600943
"GVAP Indicator",mic_nongavi,2012,yfv,5496866,3214025,58,2282841
"GVAP Indicator",mic_nongavi,2013,yfv,5480100,3326669,61,2153431
"GVAP Indicator",mic_nongavi,2014,yfv,5447599,3381880,62,2065719
"GVAP Indicator",mic_nongavi,2015,yfv,5420586,3305011,61,2115575
"GVAP Indicator",mic_nongavi,2016,yfv,5388131,3122564,58,2265567
"GVAP Indicator",mic_nongavi,2017,yfv,5351943,3515675,66,1836268
